description,link,price,location,bedrooms,bathrooms,area
Apartment For Sale 3 Bed Ready To Move in Al Maqsad New Capital,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-3-bed-ready-to-move-in-al-maqsad-new-capital-ID502601644.html,"EGP 4,000,000","Al Maqsad, New Capital City•",3,3,134 SQM
"Apartment for sale with full finishing in The Address East, immediate delivery in the heart of the Fifth Settlement, with installments over the longes",https://www.dubizzle.com.eg/en/ad/apartment-for-sale-with-full-finishing-in-the-address-east-immediate-delivery-in-the-heart-of-the-fifth-settlement-with-installments-over-the-longes-ID502555215.html,"EGP 5,900,000","The Address East Compound, 5th Settlement•",3,2,140 SQM
"In installments over 12 years and at less than its price, a 155 m² apartment for sale directly in front of Madinaty in Sarai Mostakbal City Compound o",https://www.dubizzle.com.eg/en/ad/in-installments-over-12-years-and-at-less-than-its-price-a-155-m2-apartment-for-sale-directly-in-front-of-madinaty-in-sarai-mostakbal-city-compound-o-ID502640766.html,"EGP 5,600,000","Sarai, Mostakbal City•",3,3,155 SQM
Direct on Golf Fully Fully Finished Apartment for Sale in City Gate - New Cairo,https://www.dubizzle.com.eg/en/ad/direct-on-golf-fully-fully-finished-apartment-for-sale-in-city-gate-new-cairo-ID502645301.html,"EGP 14,390,000","City Gate Compound, 5th Settlement•",2,2,144 SQM
"Hotel apartment for sale in Nile Pearl, Maadi Corniche, with direct Nile view.",https://www.dubizzle.com.eg/en/ad/hotel-apartment-for-sale-in-nile-pearl-maadi-corniche-with-direct-nile-view-ID502271783.html,"EGP 6,936,000","Corniche El Maadi, Maadi•",4,3,261 SQM
"Excellent Apartment for Sale – 210m, 2nd Floor in El Yasmeen Villas, Direct Garden View, Super Lux Finishing",https://www.dubizzle.com.eg/en/ad/excellent-apartment-for-sale-210m-2nd-floor-in-el-yasmeen-villas-direct-garden-view-super-lux-finishing-ID502538114.html,"EGP 7,500,000","El Yasmeen 5, 1st Settlement•",3,3,210 SQM
Green Bliss Awaits You – A Compound Full of Gardens and Serenity - in capital gardens Palm hills,https://www.dubizzle.com.eg/en/ad/green-bliss-awaits-you-a-compound-full-of-gardens-and-serenity-in-capital-gardens-palm-hills-ID502274878.html,"EGP 6,000,000","Capital Gardens, Mostakbal City•",3,3,197 SQM
"Ready to Move Apartment for sale in Mountain View iCity, New Cairo - Open view in New Cairo",https://www.dubizzle.com.eg/en/ad/ready-to-move-apartment-for-sale-in-mountain-view-icity-new-cairo-open-view-in-new-cairo-ID502549812.html,"EGP 10,823,000","Mountain View iCity Compound, 5th Settlement•",3,2,160 SQM
For sale at a special price with furnishings and all appliances 116 meters garden view in B10,https://www.dubizzle.com.eg/en/ad/for-sale-at-a-special-price-with-furnishings-and-all-appliances-116-meters-garden-view-in-b10-ID502637636.html,"EGP 5,500,000","Madinaty, Cairo•",3,2,116 SQM
Apartment for Sale | Main Hegaz Street – Maryland View – Heliopolis,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-main-hegaz-street-maryland-view-heliopolis-ID502510027.html,"EGP 6,500,000","Heliopolis, Cairo•",3,2,225 SQM
Apartment with Garden - ready to move - fully finished - in Trio Garden compound - new cairo,https://www.dubizzle.com.eg/en/ad/apartment-with-garden-ready-to-move-fully-finished-in-trio-garden-compound-new-cairo-ID502261218.html,"EGP 7,500,000","Trio Gardens Compound, 5th Settlement•",2,3,135 SQM
GROUND APARTMENT WITH GARDEN FOR SALE IN PALM HILLS NEW CAIRO,https://www.dubizzle.com.eg/en/ad/ground-apartment-with-garden-for-sale-in-palm-hills-new-cairo-ID502621914.html,"EGP 8,600,000","Palm Hills New Cairo Compound, 5th Settlement•",3,3,173 SQM
Dejoya شقة مثالية في ديجويا ١ العاصمة الادارية من المالك,https://www.dubizzle.com.eg/en/ad/dejoya-%D8%B4%D9%82%D8%A9-%D9%85%D8%AB%D8%A7%D9%84%D9%8A%D8%A9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%AC%D9%88%D9%8A%D8%A7-%D9%A1-%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%85%D8%A9-%D8%A7%D9%84%D8%A7%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%83-ID202803018.html,"EGP 3,679,496","R8, New Capital City•",3,3,151 SQM
Apartment for sale in the distinguished area 5 of Badr City,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-the-distinguished-area-5-of-badr-city-ID502542677.html,"EGP 1,500,000","Badr City, Cairo•",3,1,145 SQM
ready to move fully finished apartment for sale with the lowest price in stoda residence compound (super prime location),https://www.dubizzle.com.eg/en/ad/ready-to-move-fully-finished-apartment-for-sale-with-the-lowest-price-in-stoda-residence-compound-super-prime-location-ID502617262.html,"EGP 7,500,000","Stoda Residence, Sheraton•",3,3,155 SQM
"3-bedroom apartment in Maadi View Compound, north-facing with an open view – Down payment: EGP 729,000 and installments over 7 years.",https://www.dubizzle.com.eg/en/ad/3-bedroom-apartment-in-maadi-view-compound-north-facing-with-an-open-view-down-payment-egp-729000-and-installments-over-7-years-ID502608597.html,"EGP 7,290,000","Maadi View, Shorouk City•",3,2,149 SQM
Fully finished Penthouse in Village gate katameya,https://www.dubizzle.com.eg/en/ad/fully-finished-penthouse-in-village-gate-katameya-ID502330141.html,"EGP 15,000,000","Village Gate Compound, 5th Settlement•",3,3,245 SQM
شقه للبيع في مدينتي,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%AA%D9%8A-ID205825650.html,"EGP 4,850,000","Madinaty, Cairo•",2,2,96 SQM
Apartment for sale 140m with facilities 11 years in Madinaty B14 Group 142 company finishing 3 bedrooms including master + 2 bathrooms view of the water stream sea west near services Madinaty,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-140m-with-facilities-11-years-in-madinaty-b14-group-142-company-finishing-3-bedrooms-including-master-2-bathrooms-view-of-the-water-stream-sea-west-near-services-madinaty-ID502643914.html,"EGP 11,177,000","Madinaty, Cairo•",3,2,140 SQM
"Apartment for sale   fully finished, in Al Burouj Compound, El Shorouk",https://www.dubizzle.com.eg/en/ad/apartment-for-sale-fully-finished-in-al-burouj-compound-el-shorouk-ID502620440.html,"EGP 8,000,000","Al Burouj, Shorouk City•",2,2,132 SQM
Fully Finished Ready to move Apartment in a prime location For Sale In Galleria moon valley New Cairo,https://www.dubizzle.com.eg/en/ad/fully-finished-ready-to-move-apartment-in-a-prime-location-for-sale-in-galleria-moon-valley-new-cairo-ID502518410.html,"EGP 8,400,000","Galleria Moon Valley Compound, 5th Settlement•",2,2,133 SQM
"Penthouse for sale in Lake View Residence (resale), Fifth Settlement, with a private swimming pool",https://www.dubizzle.com.eg/en/ad/penthouse-for-sale-in-lake-view-residence-resale-fifth-settlement-with-a-private-swimming-pool-ID501120542.html,"EGP 26,000,000","Lake view Residence Compound, 5th Settlement•",4,4,298 SQM
Apartment open view  for sale in prime location Ard elgolf Masr el gadida,https://www.dubizzle.com.eg/en/ad/apartment-open-view-for-sale-in-prime-location-ard-elgolf-masr-el-gadida-ID502618486.html,"EGP 9,000,000","Heliopolis, Cairo•",3,2,240 SQM
"Apartment 179㎡ in the Dejoya Compound in the Administrative Capital, immediate delivery with installment over 7 years",https://www.dubizzle.com.eg/en/ad/apartment-179m2-in-the-dejoya-compound-in-the-administrative-capital-immediate-delivery-with-installment-over-7-years-ID501919727.html,"EGP 7,700,000","Dejoya 4, New Capital City•",3,2,179 SQM
"Distinctive apartment for sale, 96 square meters, in Madinaty B7, special finishes, wide garden view",https://www.dubizzle.com.eg/en/ad/distinctive-apartment-for-sale-96-square-meters-in-madinaty-b7-special-finishes-wide-garden-view-ID502610796.html,"EGP 4,850,000","Madinaty, Cairo•",2,2,96 SQM
Penthouse  with installments  Patio oro for sale,https://www.dubizzle.com.eg/en/ad/penthouse-with-installments-patio-oro-for-sale-ID502564986.html,"EGP 10,356,000","EL Patio ORO Compound, 5th Settlement•",3,3,192 SQM
"For sale at a price that won't be repeated in the market, 205m, owner agent for the buyer",https://www.dubizzle.com.eg/en/ad/for-sale-at-a-price-that-wont-be-repeated-in-the-market-205m-owner-agent-for-the-buyer-ID502588983.html,"EGP 8,500,000","Rehab City Compound, New Cairo•",3,3,205 SQM
Apartment for Sale – Double Face with Stunning View – In a Luxury Residential Tower – Overlooking Merryland Park – Heliopolis - For those who love la,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-double-face-with-stunning-view-in-a-luxury-residential-tower-overlooking-merryland-park-heliopolis-for-those-who-love-la-ID502507603.html,"EGP 13,500,000","Heliopolis, Cairo•",4,3,360 SQM
"Apartment with a rental income of fully finished with air conditioners, furniture, and appliances from Marriott Residence.",https://www.dubizzle.com.eg/en/ad/apartment-with-a-rental-income-of-fully-finished-with-air-conditioners-furniture-and-appliances-from-marriott-residence-ID502621928.html,"EGP 14,400,000","EL Patio ORO Compound, 5th Settlement•",3,3,153 SQM
Prime location villas view under market price ready to move apartment for sale in Palm hills new cairo fifth settlement,https://www.dubizzle.com.eg/en/ad/prime-location-villas-view-under-market-price-ready-to-move-apartment-for-sale-in-palm-hills-new-cairo-fifth-settlement-ID502596849.html,"EGP 14,000,000","Palm Hills New Cairo Compound, 5th Settlement•",4,5,248 SQM
Luxury Ground Apartment-Private Garden– Galleria Golden Square,https://www.dubizzle.com.eg/en/ad/luxury-ground-apartment-private-garden-galleria-golden-square-ID206030924.html,"EGP 28,000,000","Galleria Moon Valley Compound, 5th Settlement•",3,3,195 SQM
"Apartment with garden for sale in Fifth Settlement, prime location in New Cairo",https://www.dubizzle.com.eg/en/ad/apartment-with-garden-for-sale-in-fifth-settlement-prime-location-in-new-cairo-ID502602394.html,"EGP 5,860,000","The Icon Residence Compound, 5th Settlement•",2,1,115 SQM
"I villa roof for sale 280 m 4 rooms open view direct to the landscape remaining 1,858,500 and the lowest down payment in Mountain View iCity Fifth Set",https://www.dubizzle.com.eg/en/ad/i-villa-roof-for-sale-280-m-4-rooms-open-view-direct-to-the-landscape-remaining-1858500-and-the-lowest-down-payment-in-mountain-view-icity-fifth-set-ID502310707.html,"EGP 11,058,500","Mountain View iCity Compound, 5th Settlement•",4,4,280 SQM
A fully finished apartment with a garden for sale in Hyde Park Compound (Minutes from the American University),https://www.dubizzle.com.eg/en/ad/a-fully-finished-apartment-with-a-garden-for-sale-in-hyde-park-compound-minutes-from-the-american-university-ID502609447.html,"EGP 8,660,000","Hyde Park New Cairo Compound, 5th Settlement•",2,1,87 SQM
apartment 178m for sale in mainaty B15 ready to move wide garden view,https://www.dubizzle.com.eg/en/ad/apartment-178m-for-sale-in-mainaty-b15-ready-to-move-wide-garden-view-ID502612223.html,"EGP 15,000,000","Madinaty, Cairo•",3,3,178 SQM
"Lowest price in market apartment 140m 3bedrooms ready to move ,lowest installments:860,000 over 3 years , best down payment in mountain view i-city",https://www.dubizzle.com.eg/en/ad/lowest-price-in-market-apartment-140m-3bedrooms-ready-to-move-lowest-installments860000-over-3-years-best-down-payment-in-mountain-view-i-city-ID502605309.html,"EGP 5,860,000","Mountain View iCity Compound, 5th Settlement•",3,3,140 SQM
"Apartment for sale, fully finished,  5% down payment, in La Vista El Patio Sola| EL SHEROUK",https://www.dubizzle.com.eg/en/ad/apartment-for-sale-fully-finished-5-down-payment-in-la-vista-el-patio-sola-el-sherouk-ID502472339.html,"EGP 11,500,000","El Patio Sola, Shorouk City•",3,3,165 SQM
Apartment ready to deliver at R8  new capital DP 10% over 100 months,https://www.dubizzle.com.eg/en/ad/apartment-ready-to-deliver-at-r8-new-capital-dp-10-over-100-months-ID502641439.html,"EGP 6,105,022","Lumia Residence, New Capital City•",3,2,150 SQM
"Fully-finished apartment, Ready to move, in the New Administrative Capital R7, with a 50% discount on the cash price.",https://www.dubizzle.com.eg/en/ad/fully-finished-apartment-ready-to-move-in-the-new-administrative-capital-r7-with-a-50-discount-on-the-cash-price-ID502580565.html,"EGP 4,543,000","OIA, New Capital City•",3,3,154 SQM
Delivered apartment for sale prime location in fifth square,https://www.dubizzle.com.eg/en/ad/delivered-apartment-for-sale-prime-location-in-fifth-square-ID501831095.html,"EGP 10,000,000","Fifth Square Compound, 5th Settlement•",3,3,143 SQM
Apartment for sale Cairo Festival Compound super lux finishing area 175 meters,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-cairo-festival-compound-super-lux-finishing-area-175-meters-ID502623672.html,"EGP 24,000,000","Cairo Festival City, 5th Settlement•",2,1,175 SQM
Affordable Studio for sale in Mountain View ICity,https://www.dubizzle.com.eg/en/ad/affordable-studio-for-sale-in-mountain-view-icity-ID502632861.html,"EGP 4,750,000","Mountain View iCity Compound, 5th Settlement•",1,1,85 SQM
One bedroom in Taj city lake park  semi finishing,https://www.dubizzle.com.eg/en/ad/one-bedroom-in-taj-city-lake-park-semi-finishing-ID502619536.html,"EGP 2,750,000","Taj City Compound, 1st Settlement•",1,1,62 SQM
Ground duplex ready for viewing 3bedrooms + Nany's room roof including clubhouse gym&pool       Unit type: duplex with garden   Area: 263 m   Garden / 103 m,https://www.dubizzle.com.eg/en/ad/ground-duplex-ready-for-viewing-3bedrooms-nanys-room-roof-including-clubhouse-gympool-unit-type-duplex-with-garden-area-263-m-garden-103-m-ID502616251.html,"EGP 14,000,000","Bloomfields, Mostakbal City•",4,2,263 SQM
Taj City - One-Bedroom Apartment with Park View,https://www.dubizzle.com.eg/en/ad/taj-city-one-bedroom-apartment-with-park-view-ID206027267.html,"EGP 4,000,000","Taj City Compound, 1st Settlement•",1,1,67 SQM
duplex garden Fully finished  Very prime location,https://www.dubizzle.com.eg/en/ad/duplex-garden-fully-finished-very-prime-location-ID502431161.html,"EGP 12,600,000","Jayd Compound, 5th Settlement•",3,2,270 SQM
"Penthouse for sale in Lake View Residence (resale), Fifth Settlement, with a private swimming pool",https://www.dubizzle.com.eg/en/ad/penthouse-for-sale-in-lake-view-residence-resale-fifth-settlement-with-a-private-swimming-pool-ID501120542.html,"EGP 26,000,000","Lake view Residence Compound, 5th Settlement•",4,4,298 SQM
Fully Furnished Apartment with prime location for sale Ready to move in Uptown Cairo Compound - Mokattam,https://www.dubizzle.com.eg/en/ad/fully-furnished-apartment-with-prime-location-for-sale-ready-to-move-in-uptown-cairo-compound-mokattam-ID502598728.html,"EGP 17,500,000","Uptown Cairo, Mokattam•",2,2,142 SQM
"Apartment for sale in the distinguished area 5, Badr City",https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-the-distinguished-area-5-badr-city-ID502602710.html,"EGP 1,150,000","Badr City, Cairo•",3,1,135 SQM
"Apartment 3Bed RTM at lowest price in Mostakbal City, with 35% discount Over longest payment period, next to Hub Town Hassan Allam and Bloomfields",https://www.dubizzle.com.eg/en/ad/apartment-3bed-rtm-at-lowest-price-in-mostakbal-city-with-35-discount-over-longest-payment-period-next-to-hub-town-hassan-allam-and-bloomfields-ID502618820.html,"EGP 3,900,000","Zizinia El Mostakbal, Mostakbal City•",3,3,156 SQM
"Fully finished Distinctive Apartment for Sale – Nasr City, Hassan Al-Mamoun Street , Prime location",https://www.dubizzle.com.eg/en/ad/fully-finished-distinctive-apartment-for-sale-nasr-city-hassan-al-mamoun-street-prime-location-ID502539482.html,"EGP 10,500,000","Nasr City, Cairo•",3,2,350 SQM
For Sale: Luxury 220 sqm Elevated Ground Floor Apartment in Third District (East) – Immediate Delivery with Installments.,https://www.dubizzle.com.eg/en/ad/for-sale-luxury-220-sqm-elevated-ground-floor-apartment-in-third-district-east-immediate-delivery-with-installments-ID502645666.html,"EGP 3,850,000","Shorouk City, Cairo•",3,2,220 SQM
شقة للبيع ب حي الاندلس ٢/٢ التجمع الخامس,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8-%D8%AD%D9%8A-%D8%A7%D9%84%D8%A7%D9%86%D8%AF%D9%84%D8%B3-%D9%A2%D9%A2-%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D8%B9-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-ID206035891.html,"EGP 4,650,000","Al Andalous, New Cairo•",3,2,175 SQM
READY TO MOVE Apartment 182 m for sale with 3 bedrooms in compound Sarai / MNHD / New cairo With Prime location land scape view,https://www.dubizzle.com.eg/en/ad/ready-to-move-apartment-182-m-for-sale-with-3-bedrooms-in-compound-sarai-mnhd-new-cairo-with-prime-location-land-scape-view-ID502611489.html,"EGP 4,920,000","Sarai, Mostakbal City•",3,4,182 SQM
apartment for sale 166m open view in taj city new cairo,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-166m-open-view-in-taj-city-new-cairo-ID502605707.html,"EGP 6,500,000","Taj City Compound, 1st Settlement•",3,2,166 SQM
